frame,leye_openness,reye_openness,confidence,face_yaw,face_pitch,nose_length,normal_vector,distance_x,distance_y,arrow_length,pitch_arrow_length,triangle_area,eye_distance,area_confidence,visibility_confidence,basic_visibility,z_anomaly_score,eye_position_score,eye_opening_score,eye_difference_score,eye_depth_score,eye_variation_score,eye_brightness_score,eye_symmetry,distance_confidence,shape_confidence,eye_distance_ratio,weighted_confidence,final_confidence,left_eye_x,left_eye_y,left_eye_z,right_eye_x,right_eye_y,right_eye_z,nose_tip_x,nose_tip_y,nose_tip_z,nose_bridge_x,nose_bridge_y,nose_bridge_z,triangle_center_x,triangle_center_y
31,0.04631058313522177,0.20252361666925378,0.8470000000000001,-2.0,-15.0,57.09921754536676,0.6659248129887437,-4,-30,0.0,0.0,2619.0,121.19818480488888,0.0,0.0,0.9583333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8470000000000001,0.4070686101913452,0.48581463098526,0.03320838883519173,0.5940331816673279,0.45189061760902405,0.016766808927059174,0.49081146717071533,0.5608112812042236,-0.06358697265386581,0.49324703216552734,0.441898912191391,-0.015584838576614857,318,239
32,0.04399618191974116,0.19448575076489816,0.8470000000000001,-2.0,-15.5,57.506744544820776,0.6673459861755522,-4,-31,0.0,0.0,2724.5,123.17873193047572,0.0,0.0,0.9583333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8470000000000001,0.4068586528301239,0.4856073260307312,0.031062545254826546,0.5978018045425415,0.4516928791999817,0.017538126558065414,0.49294421076774597,0.5628601908683777,-0.06483875215053558,0.49445438385009766,0.4430713951587677,-0.017299992963671684,319,239
33,0.04499284465211399,0.1906273450670453,0.8470000000000001,-1.5,-15.5,57.63673067099084,0.6653303929061855,-3,-31,0.0,0.0,2711.5,121.92620719107111,0.0,0.0,0.9583333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8470000000000001,0.40534019470214844,0.4851541519165039,0.031930070370435715,0.5952808260917664,0.45273494720458984,0.016264798119664192,0.4912869334220886,0.5628951191902161,-0.06433263421058655,0.4925229549407959,0.4428299069404602,-0.01727561466395855,317,239
34,0.04450592416735429,0.20309150282480462,0.8470000000000001,-2.0,-15.0,57.33351103187468,0.6613296256029333,-4,-30,0.0,0.0,2697.0,123.0447073221762,0.0,0.0,0.9583333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8470000000000001,0.4050043821334839,0.48472607135772705,0.031704794615507126,0.5964658260345459,0.4505842328071594,0.01626405492424965,0.4910658299922943,0.5614271759986877,-0.06476497650146484,0.49278828501701355,0.4420044422149658,-0.017554929479956627,318,239
35,0.045818675862331064,0.19639511257960449,0.8470000000000001,-2.0,-15.0,57.308672310120976,0.6578923474034162,-4,-30,0.0,0.0,2663.5,123.17873193047572,0.0,0.0,0.9583333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8470000000000001,0.40521159768104553,0.48551762104034424,0.03125091269612312,0.5955624580383301,0.4517804682254791,0.016499711200594902,0.4915515184402466,0.5621678829193115,-0.06430231034755707,0.4929499328136444,0.44278937578201294,-0.01738501526415348,318,239
36,0.04740985032923798,0.1952338539562303,0.8470000000000001,-2.0,-15.0,56.96600749334508,0.650230060235117,-4,-30,0.0,0.0,2672.0,125.02799686470227,0.0,0.0,0.9583333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8470000000000001,0.40428537130355835,0.48735547065734863,0.032631438225507736,0.5970099568367004,0.45343178510665894,0.01662343740463257,0.4905480742454529,0.5618217587471008,-0.0636734664440155,0.49208611249923706,0.4431602954864502,-0.01605674810707569,317,239
37,0.04136926225648714,0.2091456390064927,0.8470000000000001,-2.0,-15.0,56.54715513020119,0.6510135542095414,-4,-30,0.0,0.0,2654.0,124.03628501370073,0.0,0.0,0.9583333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8470000000000001,0.40272557735443115,0.4864409863948822,0.03443252667784691,0.5949075818061829,0.4532521367073059,0.015621738508343697,0.4881814122200012,0.5621275901794434,-0.0630241259932518,0.4902037978172302,0.4443518817424774,-0.015056694857776165,316,239
38,0.07276747956684881,0.20288224935844654,0.8470000000000001,-2.0,-15.0,56.41024605360263,0.6545132843046528,-4,-30,0.0,0.0,2688.0,123.9112585683803,0.0,0.0,0.9583333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8470000000000001,0.40173256397247314,0.48632359504699707,0.03507357835769653,0.5944734811782837,0.4545663595199585,0.01641051098704338,0.4883941411972046,0.5639491677284241,-0.06286227703094482,0.49045687913894653,0.4464600086212158,-0.01415179017931223,316,240
39,0.0675077707789071,0.18328128476990008,0.8470000000000001,-2.0,-15.5,56.49865939114935,0.6638466595068356,-4,-31,0.0,0.0,2749.5,123.9112585683803,0.0,0.0,0.9583333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8470000000000001,0.40279796719551086,0.48575329780578613,0.035120971500873566,0.5939623713493347,0.45548349618911743,0.016188543289899826,0.4880269169807434,0.5651022791862488,-0.06278575211763382,0.48979759216308594,0.4474204182624817,-0.014218928292393684,316,240
40,0.07442654199463815,0.18922215996229025,0.8470000000000001,-2.5,-15.5,56.532154880418894,0.6761778753614364,-5,-31,0.0,0.0,2769.0,124.03628501370073,0.0,0.0,0.9583333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8470000000000001,0.4026648700237274,0.48785263299942017,0.034942880272865295,0.5945793390274048,0.45589494705200195,0.015492048114538193,0.48718899488449097,0.5667361617088318,-0.06252143532037735,0.48914098739624023,0.448989599943161,-0.014631428755819798,316,241
