frame_num,is_drowsy,left_eye_closed,right_eye_closed,continuous_time,error_code
1,0,False,False,0.0,
2,0,False,False,0.0,
3,0,False,False,0.0,
4,0,False,False,0.0,
5,0,False,False,0.0,
6,0,False,False,0.0,
7,0,False,False,0.0,
8,0,False,False,0.0,
9,0,False,False,0.0,
10,0,False,False,0.0,
11,0,False,False,0.0,
12,0,False,False,0.0,
13,0,False,False,0.0,
14,0,False,False,0.0,
15,0,False,False,0.0,
16,0,False,False,0.0,
17,0,False,False,0.0,
18,0,False,False,0.0,
19,0,False,False,0.0,
20,0,False,True,0.0,
21,0,False,False,0.0,
22,0,False,False,0.0,
23,0,False,False,0.0,
24,0,False,False,0.0,
25,0,False,False,0.0,
26,0,False,False,0.0,
27,0,False,False,0.0,
28,0,False,False,0.0,
29,0,False,False,0.0,
30,0,False,False,0.0,
31,0,False,False,0.0,
32,0,False,False,0.0,
33,0,False,False,0.0,
34,0,False,False,0.0,
35,0,False,False,0.0,
36,0,False,False,0.0,
37,0,False,False,0.0,
38,0,False,False,0.0,
39,0,False,False,0.0,
40,0,False,False,0.0,
41,0,False,False,0.0,
42,0,False,False,0.0,
43,0,False,False,0.0,
44,0,False,False,0.0,
45,0,False,False,0.0,
46,0,False,False,0.0,
47,0,False,False,0.0,
48,0,False,False,0.0,
49,0,False,False,0.0,
50,0,False,False,0.0,
51,0,False,False,0.0,
52,0,False,False,0.0,
53,0,False,False,0.0,
54,0,False,False,0.0,
55,0,False,False,0.0,
56,0,False,False,0.0,
57,0,False,False,0.0,
58,0,False,False,0.0,
59,0,False,False,0.0,
60,0,False,False,0.0,
61,0,False,False,0.0,
62,0,False,False,0.0,
63,0,False,False,0.0,
64,0,False,False,0.0,
65,0,True,True,0.03333333333333333,
66,0,True,True,0.06666666666666667,
67,0,True,True,0.1,
68,0,True,True,0.13333333333333333,
69,0,True,True,0.16666666666666666,
70,0,True,True,0.19999999999999998,
71,0,True,True,0.2333333333333333,
72,0,True,True,0.26666666666666666,
73,0,True,True,0.3,
74,0,True,True,0.3333333333333333,
75,0,True,True,0.36666666666666664,
76,0,True,True,0.39999999999999997,
77,0,True,True,0.4333333333333333,
78,0,True,True,0.4666666666666666,
79,0,True,True,0.49999999999999994,
80,0,True,True,0.5333333333333333,
81,0,True,True,0.5666666666666667,
82,0,True,True,0.6,
83,0,True,True,0.6333333333333333,
84,0,True,True,0.6666666666666666,
85,0,True,True,0.7,
86,0,True,True,0.7333333333333333,
87,0,True,True,0.7666666666666666,
88,0,True,True,0.7999999999999999,
89,0,True,True,0.8333333333333333,
90,0,True,True,0.8666666666666666,
91,0,True,True,0.8999999999999999,
92,0,True,True,0.9333333333333332,
93,0,True,True,0.9666666666666666,
94,0,True,True,0.9999999999999999,
95,1,True,True,1.0333333333333332,
96,1,True,True,1.0666666666666667,
97,1,True,True,1.1,
98,1,True,True,1.1333333333333335,
99,1,True,True,1.166666666666667,
100,1,True,True,1.2000000000000004,
101,1,True,True,1.2333333333333338,
102,1,True,True,1.2666666666666673,
103,1,True,True,1.3000000000000007,
104,1,True,True,1.3333333333333341,
105,1,True,True,1.3666666666666676,
106,1,True,True,1.400000000000001,
107,1,True,True,1.4333333333333345,
108,1,True,True,1.466666666666668,
109,1,True,True,1.5000000000000013,
110,1,True,True,1.5333333333333348,
111,1,True,True,1.5666666666666682,
112,1,True,True,1.6000000000000016,
113,1,True,True,1.633333333333335,
114,1,True,True,1.6666666666666685,
115,1,True,True,1.700000000000002,
116,1,True,True,1.7333333333333354,
117,1,True,True,1.7666666666666688,
118,1,True,True,1.8000000000000023,
119,1,True,True,1.8333333333333357,
120,1,True,True,1.8666666666666691,
121,1,True,True,1.9000000000000026,
122,1,True,True,1.933333333333336,
123,1,True,True,1.9666666666666694,
124,1,True,True,2.0000000000000027,
125,1,True,True,2.033333333333336,
126,1,True,True,2.066666666666669,
127,1,True,True,2.1000000000000023,
128,1,True,True,2.1333333333333355,
129,1,True,True,2.1666666666666687,
130,1,True,True,2.200000000000002,
131,1,True,True,2.233333333333335,
132,1,True,True,2.2666666666666684,
133,1,True,True,2.3000000000000016,
134,1,True,True,2.333333333333335,
135,1,True,True,2.366666666666668,
136,1,True,True,2.4000000000000012,
137,1,True,True,2.4333333333333345,
138,1,True,True,2.4666666666666677,
139,1,True,True,2.500000000000001,
140,1,True,True,2.533333333333334,
141,1,True,True,2.5666666666666673,
142,1,True,True,2.6000000000000005,
143,1,True,True,2.6333333333333337,
144,1,True,True,2.666666666666667,
145,1,True,True,2.7,
146,1,True,True,2.7333333333333334,
147,1,True,True,2.7666666666666666,
148,1,True,True,2.8,
149,1,True,True,2.833333333333333,
150,1,True,True,2.8666666666666663,
151,1,True,True,2.8999999999999995,
152,1,True,True,2.9333333333333327,
153,0,False,True,0.0,
154,0,False,False,0.0,
155,0,False,False,0.0,
156,0,False,False,0.0,
157,0,False,False,0.0,
158,0,False,False,0.0,
159,0,False,False,0.0,
160,0,False,False,0.0,
161,0,False,False,0.0,
162,0,False,False,0.0,
163,0,False,False,0.0,
164,0,False,False,0.0,
165,0,False,False,0.0,
166,0,False,False,0.0,
167,0,False,False,0.0,
168,0,False,False,0.0,
169,0,False,False,0.0,
170,0,False,False,0.0,
171,0,False,False,0.0,
172,0,False,False,0.0,
173,0,False,False,0.0,
174,0,False,False,0.0,
175,0,False,False,0.0,
176,0,False,False,0.0,
177,0,False,False,0.0,
178,0,False,False,0.0,
179,0,False,False,0.0,
180,0,False,False,0.0,
181,0,False,False,0.0,
182,0,False,False,0.0,
183,0,False,False,0.0,
184,0,False,False,0.0,
185,0,False,False,0.0,
186,0,False,False,0.0,
187,0,False,False,0.0,
188,0,False,False,0.0,
189,0,False,False,0.0,
190,0,False,False,0.0,
191,0,False,False,0.0,
192,0,False,False,0.0,
193,0,False,False,0.0,
194,0,False,False,0.0,
195,0,False,False,0.0,
196,0,False,False,0.0,
197,0,False,False,0.0,
198,0,False,False,0.0,
199,0,False,False,0.0,
200,0,False,False,0.0,
201,0,False,False,0.0,
202,0,False,False,0.0,
203,0,False,False,0.0,
204,0,False,False,0.0,
205,0,False,False,0.0,
206,0,False,False,0.0,
207,0,False,False,0.0,
208,0,False,False,0.0,
209,0,False,True,0.0,
210,0,False,True,0.0,
211,0,False,True,0.0,
212,0,True,True,0.03333333333333333,
213,0,True,True,0.06666666666666667,
214,0,True,True,0.1,
215,0,True,True,0.13333333333333333,
216,0,True,True,0.16666666666666666,
217,0,True,True,0.19999999999999998,
218,0,True,True,0.2333333333333333,
219,0,True,True,0.26666666666666666,
220,0,True,True,0.3,
221,0,True,True,0.3333333333333333,
222,0,True,True,0.36666666666666664,
223,0,True,True,0.39999999999999997,
224,0,True,True,0.4333333333333333,
225,0,True,True,0.4666666666666666,
226,0,True,True,0.49999999999999994,
227,0,True,True,0.5333333333333333,
228,0,True,True,0.5666666666666667,
229,0,True,True,0.6,
230,0,True,True,0.6333333333333333,
231,0,True,True,0.6666666666666666,
232,0,True,True,0.7,
233,0,True,True,0.7333333333333333,
234,0,True,True,0.7666666666666666,
235,0,True,True,0.7999999999999999,
236,0,True,True,0.8333333333333333,
237,0,True,True,0.8666666666666666,
238,0,True,True,0.8999999999999999,
239,0,True,True,0.9333333333333332,
240,0,True,True,0.9666666666666666,
241,0,True,True,0.9999999999999999,
242,1,True,True,1.0333333333333332,
243,1,True,True,1.0666666666666667,
244,1,True,True,1.1,
245,1,True,True,1.1333333333333335,
246,1,True,True,1.166666666666667,
247,1,True,True,1.2000000000000004,
248,1,True,True,1.2333333333333338,
249,1,True,True,1.2666666666666673,
250,1,True,True,1.3000000000000007,
251,1,True,True,1.3333333333333341,
252,1,True,True,1.3666666666666676,
253,1,True,True,1.400000000000001,
254,1,True,True,1.4333333333333345,
255,1,True,True,1.466666666666668,
256,1,True,True,1.5000000000000013,
257,1,True,True,1.5333333333333348,
258,1,True,True,1.5666666666666682,
259,1,True,True,1.6000000000000016,
260,1,True,True,1.633333333333335,
261,1,True,True,1.6666666666666685,
262,1,True,True,1.700000000000002,
263,1,True,True,1.7333333333333354,
264,1,True,True,1.7666666666666688,
265,1,True,True,1.8000000000000023,
266,1,True,True,1.8333333333333357,
267,1,True,True,1.8666666666666691,
268,1,True,True,1.9000000000000026,
269,1,True,True,1.933333333333336,
270,1,True,True,1.9666666666666694,
271,1,True,True,2.0000000000000027,
272,1,True,True,2.033333333333336,
273,1,True,True,2.066666666666669,
274,1,True,True,2.1000000000000023,
275,1,True,True,2.1333333333333355,
276,1,True,True,2.1666666666666687,
277,1,True,True,2.200000000000002,
278,1,True,True,2.233333333333335,
279,1,True,True,2.2666666666666684,
280,1,True,True,2.3000000000000016,
281,1,True,True,2.333333333333335,
282,1,True,True,2.366666666666668,
283,1,True,True,2.4000000000000012,
284,1,True,True,2.4333333333333345,
285,1,True,True,2.4666666666666677,
286,1,True,True,2.500000000000001,
287,1,True,True,2.533333333333334,
288,1,True,True,2.5666666666666673,
289,1,True,True,2.6000000000000005,
290,1,True,True,2.6333333333333337,
291,1,True,True,2.666666666666667,
292,1,True,True,2.7,
293,1,True,True,2.7333333333333334,
294,1,True,True,2.7666666666666666,
295,1,True,True,2.8,
296,1,True,True,2.833333333333333,
297,1,True,True,2.8666666666666663,
298,1,True,True,2.8999999999999995,
299,1,True,True,2.9333333333333327,
300,1,True,True,2.966666666666666,
301,1,True,True,2.999999999999999,
302,1,True,True,3.0333333333333323,
303,1,True,True,3.0666666666666655,
304,1,True,True,3.0999999999999988,
305,1,True,True,3.133333333333332,
306,1,True,True,3.166666666666665,
307,1,True,True,3.1999999999999984,
308,0,False,True,0.0,
309,0,False,True,0.0,
310,0,False,False,0.0,
311,0,False,False,0.0,
312,0,False,False,0.0,
313,0,False,False,0.0,
314,0,False,False,0.0,
315,0,False,False,0.0,
316,0,False,False,0.0,
317,0,False,False,0.0,
318,0,False,False,0.0,
319,0,False,False,0.0,
320,0,False,False,0.0,
321,0,False,False,0.0,
322,0,False,False,0.0,
323,0,False,False,0.0,
324,0,False,False,0.0,
325,0,False,False,0.0,
326,0,False,False,0.0,
327,0,False,False,0.0,
328,0,False,False,0.0,
329,0,False,False,0.0,
330,0,False,False,0.0,
331,0,False,False,0.0,
332,0,False,False,0.0,
333,0,False,False,0.0,
334,0,False,False,0.0,
335,0,False,False,0.0,
336,0,False,False,0.0,
337,0,False,False,0.0,
338,0,False,False,0.0,
339,0,False,False,0.0,
340,0,False,False,0.0,
341,0,False,False,0.0,
342,0,False,False,0.0,
343,0,False,False,0.0,
344,0,False,False,0.0,
345,0,False,False,0.0,
346,0,False,False,0.0,
347,0,False,False,0.0,
348,0,False,False,0.0,
349,0,False,False,0.0,
350,0,False,False,0.0,
351,0,False,False,0.0,
352,0,False,False,0.0,
353,0,False,False,0.0,
354,0,False,False,0.0,
355,0,False,False,0.0,
356,0,False,False,0.0,
357,0,False,False,0.0,
358,0,False,False,0.0,
359,0,False,False,0.0,
360,0,False,False,0.0,
361,0,False,False,0.0,
362,0,False,False,0.0,
363,0,False,False,0.0,
364,0,False,False,0.0,
365,0,False,False,0.0,
366,0,False,False,0.0,
367,0,False,False,0.0,
368,0,False,False,0.0,
369,0,False,False,0.0,
370,0,False,False,0.0,
371,0,False,False,0.0,
372,0,False,False,0.0,
373,0,False,False,0.0,
374,0,False,False,0.0,
375,0,False,False,0.0,
376,0,False,False,0.0,
377,0,False,False,0.0,
378,0,False,False,0.0,
379,0,False,False,0.0,
380,0,False,False,0.0,
381,0,False,False,0.0,
382,0,False,False,0.0,
383,0,False,False,0.0,
384,0,False,False,0.0,
385,0,False,False,0.0,
386,0,False,False,0.0,
